,entity,CIK,Full_CIK,ticker
3705,GUANGSHEN RAILWAY COMPANY LIMITED,1012139,CIK0001012139,GNGYF
3706,"RAFAEL HOLDINGS, INC.",1713863,CIK0001713863,RFL
3707,VIEW SYSTEMS INC,1075857,CIK0001075857,VSYM
3708,US NUCLEAR CORP.,1543623,CIK0001543623,UCLE
3709,Graham Holdings Co,104889,CIK0000104889,GHC
3710,NDIVISION INC.,1659183,CIK0001659183,NDVN
3711,TRIDENT BRANDS INCORPORATED,1421907,CIK0001421907,TDNT
3712,"ELEDON PHARMACEUTICALS, INC.",1404281,CIK0001404281,ELDN
3713,"Pop Culture Group Co., Ltd",1807389,CIK0001807389,CPOP
3714,Worldwide     NFT Inc.,1528188,CIK0001528188,WNFT
3715,"Peak Bio, Inc.",1834645,CIK0001834645,IGNYW
3716,"Hackett Group, Inc.",1057379,CIK0001057379,HCKT
3717,"TSCAN THERAPEUTICS, INC.",1783328,CIK0001783328,TCRX
3718,SOCIAL CAPITAL SUVRETTA HOLDINGS CORP. II,1850271,CIK0001850271,DNAB
3719,GDS Holdings Limited,1526125,CIK0001526125,GDS
3720,"CenterPoint Energy, Inc.",1130310,CIK0001130310,CNP
3721,"Laredo Oil, Inc.",1442492,CIK0001442492,LRDC
3722,Vasta Platform Limited,1792829,CIK0001792829,VSTA
3723,Oak Valley Bancorp,1431567,CIK0001431567,OVLY
3724,BRIGHT LIGHTS ACQUISITION CORP.,1827328,CIK0001827328,BLTSW
3725,Huntsman Corporation,1307954,CIK0001307954,HUN
3726,FINDEX COM INC,1089061,CIK0001089061,FIND
3727,Skyline Champion Corporation,90896,CIK0000090896,SKY
3728,"Vaxart, Inc.",72444,CIK0000072444,VXRT
3729,CHAIN BRIDGE I,0001845149,CIK0001845149,CBRGW
3730,"IVERIC bio, Inc.",1410939,CIK0001410939,ISEE
3731,"Landstar System, Inc.",853816,CIK0000853816,LSTR
3732,LIQTECH INTERNATIONAL INC,1307579,CIK0001307579,LIQT
3733,"Natera, Inc.",1604821,CIK0001604821,NTRA
3734,"STARCO BRANDS, INC.",1539850,CIK0001539850,STCB
3735,BIOFLAMEX CORP,1368620,CIK0001368620,CNNA
3736,"PennyMac Financial Services, Inc.",1745916,CIK0001745916,PFSI
3737,Bilander Acquisition Corp.,1845618,CIK0001845618,TWCBW
3738,AMANASU ENVIRONMENT CORPORATION,1142801,CIK0001142801,AMSU
3739,"AngioDynamics, Inc.",1275187,CIK0001275187,ANGO
3740,"PALTALK, INC.",1355839,CIK0001355839,PALT
3741,First Reserve Sustainable Growth Corp.,1842883,CIK0001842883,FRSGW
3742,LOGITECH INTERNATIONAL S.A.,1032975,CIK0001032975,LOGI
3743,AfterNext HealthTech Acquisition Corp.,1865975,CIK0001865975,AFTR
3744,"AXSOME THERAPEUTICS, INC.",1579428,CIK0001579428,AXSM
3745,Copper Property CTL Pass Through Trust,1837671,CIK0001837671,CPPTL
3746,"ROCKETFUEL BLOCKCHAIN, INC.",823546,CIK0000823546,RKFL
3747,"Starguide Group, Inc.",1803096,CIK0001803096,STRG
3748,Pineapple Energy Inc.,22701,CIK0000022701,PEGY
3749,ALLIENT INC,46129,CIK0000046129,AMOT
3750,PRESTIGE CONSUMER HEALTHCARE INC.,1295947,CIK0001295947,PBH
3751,"STITCH FIX, INC.",1576942,CIK0001576942,SFIX
3752,CROWN BAUS CAPITAL CORP,1554906,CIK0001554906,CBCA
3753,ARION GROUP CORP.,1698702,CIK0001698702,ARGC
3754,NovoCure Limited,1645113,CIK0001645113,NVCR
3755,"Procaps Group, S.A.",0001863362,CIK0001863362,PROCW
3756,Pan American Silver Corp.,771992,CIK0000771992,PAASF
3757,Cango Inc.,1725123,CIK0001725123,CANG
3758,"NN, Inc.",918541,CIK0000918541,NNBR
3759,flooidCX Corp,1609988,CIK0001609988,FLCX
3760,"XTREME FIGHTING CHAMPIONSHIPS, INC.",1379043,CIK0001379043,XFCI
3761,"DYNARESOURCE, INC.",1111741,CIK0001111741,DYNR
3762,"QuoteMedia, Inc.",1101433,CIK0001101433,QMCI
3763,EDGEWELL PERSONAL CARE COMPANY,1096752,CIK0001096752,EPC
3764,ANCHORAGE INTERNATIONAL HOLDINGS CORP.,1451797,CIK0001451797,CSJT
3765,WINGSTOP INC.,1636222,CIK0001636222,WING
3766,"XENOUS HOLDINGS, INC.",1651932,CIK0001651932,XITO
3767,GAMING & HOSPITALITY ACQUISITION CORP.,1806156,CIK0001806156,GHACU
3768,"DAYBREAK OIL AND GAS, INC.",1164256,CIK0001164256,DBRM
3769,IRON MOUNTAIN INC,1020569,CIK0001020569,IRM
3770,"HireQuest, Inc.",1140102,CIK0001140102,HQI
3771,Caledonia Mining Corp Plc,766011,CIK0000766011,CMCL
3772,ENERPAC TOOL GROUP CORP.,6955,CIK0000006955,EPAC
3773,"Kennedy-Wilson Holdings, Inc.",1408100,CIK0001408100,KW
3774,,0001663712,CIK0001663712,NRSZX
3775,CUBESMART,1298675,CIK0001298675,CUBE
3776,,0000863900,CIK0000863900,MXE
3777,ONE EQUITY PARTNERS OPEN WATER I CORP.,1824677,CIK0001824677,OEPWW
3778,FIFTH THIRD BANCORP,35527,CIK0000035527,FITBP
3779,JUNIPER II CORP.,0001838814,CIK0001838814,JUN
3780,SARISSA CAPITAL ACQUISITION CORP.,1821682,CIK0001821682,SRSAW
3781,"Eagle Bancorp Montana, Inc.",1478454,CIK0001478454,EBMT
3782,CHS Inc.,823277,CIK0000823277,CHSCO
3783,Hess Midstream LP,1789832,CIK0001789832,HESM
3784,NICE LTD.,1003935,CIK0001003935,NCSYF
3785,RETINALGENIX TECHNOLOGIES INC.,1836295,CIK0001836295,RTGN
3786,Profound Medical Corp.,1628808,CIK0001628808,PROF
3787,VETANOVA INC.,1280396,CIK0001280396,VTNA
3788,SEATECH VENTURES CORP.,1763660,CIK0001763660,SEAV
3789,ENB Financial Corp,1437479,CIK0001437479,ENBP
3790,"AMERICAN PUBLIC EDUCATION, INC.",1201792,CIK0001201792,APEI
3791,TRIMBLE INC.,864749,CIK0000864749,TRMB
3792,"AirSculpt Technologies, Inc.",1870940,CIK0001870940,AIRS
3793,Adient plc,1670541,CIK0001670541,ADNT
3794,"AUTODESK, INC.",769397,CIK0000769397,ADSK
3795,GUSKIN GOLD CORPORATION,1509786,CIK0001509786,GKIN
3796,Jazz Pharmaceuticals plc,1232524,CIK0001232524,JAZZ
3797,"ACLARION, INC.",0001635077,CIK0001635077,ACONW
3798,"Maxeon Solar Technologies, Ltd.",1796898,CIK0001796898,MAXN
3799,"ES BANCSHARES, INC.",1358254,CIK0001358254,ESBS
3800,GEE GROUP INC.,40570,CIK0000040570,JOB
3801,UNITED BANKSHARES INC/WV,729986,CIK0000729986,UBSI
3802,"FOSSIL GROUP, INC.",883569,CIK0000883569,FOSLL
3803,"Ouster, Inc.",1816581,CIK0001816581,OUST
3804,ENDI CORP.,0001908984,CIK0001908984,ENDI
3805,POINT BIOPHARMA GLOBAL INC.,1811764,CIK0001811764,PNT
3806,AIR LEASE CORPORATION,1487712,CIK0001487712,AL
3807,"VARONIS SYSTEMS, INC.",1361113,CIK0001361113,VRNS
3808,Johnson Outdoors Inc.,788329,CIK0000788329,JOUT
3809,GESHER I ACQUISITION CORP.,0001853314,CIK0001853314,GIACW
3810,"Aerojet Rocketdyne Holdings, Inc.",40888,CIK0000040888,AJRD
3811,RAYONIER ADVANCED MATERIALS INC.,1597672,CIK0001597672,RYAM
3812,biote Corp.,1819253,CIK0001819253,BTMDW
3813,BANCO SANTANDER-CHILE,1027552,CIK0001027552,BSAC
3814,Criteo S.A.,1576427,CIK0001576427,CRTO
3815,"UNIROYAL GLOBAL ENGINEERED PRODUCTS, INC.",1172706,CIK0001172706,UNIR
3816,"Unity Bancorp, Inc.",920427,CIK0000920427,UNTY
3817,"Cantaloupe, Inc.",896429,CIK0000896429,CTLPP
3818,SSR MINING INC.,921638,CIK0000921638,SSRM
3819,Lumentum Holdings Inc.,1633978,CIK0001633978,LITE
3820,"Super Micro Computer, Inc.",1375365,CIK0001375365,SMCI
3821,"KBS REAL ESTATE INVESTMENT TRUST II, INC.",1411059,CIK0001411059,KBRS
3822,"SANBORN RESOURCES, LTD.",1530874,CIK0001530874,CHNO
3823,"EVO Payments, Inc.",1704596,CIK0001704596,EVOP
3824,PRECISION DRILLING CORPORATION,1013605,CIK0001013605,PDS
3825,COMMERCIAL METALS COMPANY,22444,CIK0000022444,CMC
3826,PROSHARES TRUST II,1415311,CIK0001415311,GLL
3827,"CONSTELLATION BRANDS, INC.",16918,CIK0000016918,STZ
3828,"CleanSpark, Inc.",827876,CIK0000827876,CLSK
3829,RBC BEARINGS INCORPORATED,1324948,CIK0001324948,ROLLP
3830,"Victory Capital Holdings, Inc.",1570827,CIK0001570827,VCTR
3831,"Upstart Holdings, Inc.",1647639,CIK0001647639,UPST
3832,ALLOT LTD.,1365767,CIK0001365767,ALLT
3833,PHARMAGREEN BIOTECH INC.,1435181,CIK0001435181,PHBI
3834,"VERIFYME, INC.",1104038,CIK0001104038,VRMEW
3835,PLANET GREEN HOLDINGS CORP.,1117057,CIK0001117057,PLAG
3836,"ESSEX PROPERTY TRUST, INC.",920522,CIK0000920522,ESS
3837,"PAR PACIFIC HOLDINGS, INC.",821483,CIK0000821483,PARR
3838,"Dynatrace, Inc.",1773383,CIK0001773383,DT
3839,"Pediatrix Medical Group, Inc.",893949,CIK0000893949,MD
3840,FINTECH ACQUISITION CORP. V,1829328,CIK0001829328,FTCVW
3841,YINFU GOLD CORPORATION,1438461,CIK0001438461,ELRE
3842,CASCADIA ACQUISITION CORP.,1846968,CIK0001846968,CCAIW
3843,GreenTree Hospitality Group Ltd.,1724755,CIK0001724755,GHG
3844,"POSTAL REALTY TRUST, INC.",1759774,CIK0001759774,PSTL
3845,So-Young International Inc.,1758530,CIK0001758530,SY
3846,"CPI AEROSTRUCTURES, INC.",889348,CIK0000889348,CVUA
3847,"Moving iMage Technologies, Inc.",1770236,CIK0001770236,MITQ
3848,HNI Corporation,48287,CIK0000048287,HNI
3849,SPHERE ENTERTAINMENT CO.,1795250,CIK0001795250,MSGE
3850,BELDEN INC.,913142,CIK0000913142,BDC
3851,"ALPINE INCOME PROPERTY TRUST, INC.",1786117,CIK0001786117,PINE
3852,GlobeStar Therapeutics Corporation,1502152,CIK0001502152,GSTC
3853,"GROW CAPITAL, INC.",1448558,CIK0001448558,GRWC
3854,"Revolution Medicines, Inc.",1628171,CIK0001628171,RVMD
3855,AVADEL PHARMACEUTICALS PLC,1012477,CIK0001012477,AVDL
3856,"BIGtoken, Inc.",1518720,CIK0001518720,BGTK
3857,SIMPLICITY ESPORTS AND GAMING COMPANY,1708410,CIK0001708410,WINRW
3858,DRAGONEER GROWTH OPPORTUNITIES CORP. III,1827076,CIK0001827076,DGNU
3859,"ITERIS, INC.",350868,CIK0000350868,ITI
3860,"Arcus Biosciences, Inc.",1724521,CIK0001724521,RCUS
3861,Sanmina Corporation,897723,CIK0000897723,SANM
3862,GLADSTONE LAND CORP,1495240,CIK0001495240,LANDO
3863,"Arch Resources, Inc.",1037676,CIK0001037676,ARCH
3864,KELSO TECHNOLOGIES INC.,1161814,CIK0001161814,KIQ
3865,GSI TECHNOLOGY INC,1126741,CIK0001126741,GSIT
3866,PAVMED INC.,1624326,CIK0001624326,PAVMZ
3867,"HERCULES CAPITAL, INC.",0001280784,CIK0001280784,HCXY
3868,"ELECTRIQ POWER HOLDINGS, INC.",1827871,CIK0001827871,TLGA
3869,MONEYLION INC.,1807846,CIK0001807846,ML
3870,OPY ACQUISITION CORP. I,1870778,CIK0001870778,OHAAW
3871,"MarketWise, Inc.",1805651,CIK0001805651,MKTWW
3872,ORLA MINING LTD.,1680056,CIK0001680056,ORLA
3873,TANGER INC,899715,CIK0000899715,SKT
3874,"ALTIMMUNE, INC.",1326190,CIK0001326190,ALT
3875,ATHENA GOLD CORPORATION,1304409,CIK0001304409,AHNR
3876,"ARCA BIOPHARMA, INC.",907654,CIK0000907654,ABIO
3877,Gulfport Energy Corp,874499,CIK0000874499,GPOR
3878,"Grom Social Enterprises, Inc.",1662574,CIK0001662574,GROMW
3879,"LIFEWAY FOODS, INC.",814586,CIK0000814586,LWAY
3880,"THE ANDERSONS, INC.",821026,CIK0000821026,ANDE
3881,Pontem Corp,1830392,CIK0001830392,PNTM
3882,VULCAN MATERIALS COMPANY,1396009,CIK0001396009,VMC
3883,BROOKFIELD INFRASTRUCTURE CORPORATION,1788348,CIK0001788348,BIPH
3884,INFINERA CORPORATION,1138639,CIK0001138639,INFN
3885,Vanjia Corporation,1532383,CIK0001532383,VNJA
3886,Aesthetic Medical International Holdings Group Ltd,1757143,CIK0001757143,AIH
3887,"POWERFLEET, INC.",1774170,CIK0001774170,PWFL
3888,"INTERLINK ELECTRONICS, INC",828146,CIK0000828146,LINK
3889,ICL GROUP LTD.,941221,CIK0000941221,ICL
3890,Solid Biosciences Inc.,1707502,CIK0001707502,SLDB
3891,"MID-AMERICA APARTMENT COMMUNITIES, INC.",912595,CIK0000912595,MAA
3892,TRANSALTA CORPORATION,1144800,CIK0001144800,TAC
3893,Hilltop Holdings Inc.,1265131,CIK0001265131,HTH
3894,1847 HOLDINGS LLC,1599407,CIK0001599407,EFSH
3895,"COHEN & STEERS, INC.",1284812,CIK0001284812,CNS
3896,BRIDGETOWN HOLDINGS LIMITED,1815086,CIK0001815086,BTWNW
3897,"Zynerba Pharmaceuticals, Inc.",1621443,CIK0001621443,ZYNE
3898,"Liaoning Shuiyun Qinghe Rice Industry Co., Ltd.",710782,CIK0000710782,SYQH
3899,ProAssurance Corporation,1127703,CIK0001127703,PRA
3900,"GUARDANT HEALTH, INC.",1576280,CIK0001576280,GH
3901,"XPEL, INC.",1767258,CIK0001767258,XPEL
3902,KUBER RESOURCES CORPORATION,1081834,CIK0001081834,UOLI
3903,ZETA GLOBAL HOLDINGS CORP.,1851003,CIK0001851003,ZETA
3904,BRIGHT MINDS BIOSCIENCES INC.,0001827401,CIK0001827401,DRUG
3905,Senstar Technologies Ltd.,896494,CIK0000896494,SNT
3906,"Altice USA, Inc.",1702780,CIK0001702780,ATUS
3907,12 ReTech Corporation,1627611,CIK0001627611,RETC
3908,Spree Acquisition Corp. 1 Ltd,0001881462,CIK0001881462,SHAP
3909,"Cepton, Inc.",1498233,CIK0001498233,CPTNW
3910,ACCRETION ACQUISITION CORP.,1855555,CIK0001855555,ENERW
3911,INNODATA INC,903651,CIK0000903651,INOD
3912,ATLANTIC COASTAL ACQUISITION CORP. II,0001893219,CIK0001893219,ACABW
3913,"Industrial Human Capital, Inc.",1855302,CIK0001855302,AXH
3914,Castor Maritime Inc.,1720161,CIK0001720161,CTRM
3915,"KAYA     HOLDINGS, INC",1530746,CIK0001530746,KAYS
3916,"HANOVER INSURANCE GROUP, INC.",944695,CIK0000944695,THG
3917,"THERIVA BIOLOGICS, INC.",894158,CIK0000894158,SYN
3918,Scully Royalty Ltd.,16859,CIK0000016859,KHDHF
3919,"ADM TRONICS UNLIMITED, INC.",849401,CIK0000849401,ADMT
3920,"HEALTHCARE SOLUTIONS MANAGEMENT GROUP, INC.",1418115,CIK0001418115,HSMD
3921,Tofutti Brands Inc.,730349,CIK0000730349,TOFB
3922,"Select Water Solutions, Inc.",1693256,CIK0001693256,WTTR
3923,"TARONIS TECHNOLOGIES, INC.",1353487,CIK0001353487,TRNX
3924,American Strategic Investment Co.,1595527,CIK0001595527,NYC
3925,"Pulse Biosciences, Inc.",1625101,CIK0001625101,PLSE
3926,TIDEWATER INC,98222,CIK0000098222,TDGMW
3927,"RadNet, Inc.",790526,CIK0000790526,RDNT
3928,"PowerSchool Holdings, Inc.",1835681,CIK0001835681,PWSC
3929,"PLAYAGS, INC.",1593548,CIK0001593548,AGS
3930,"EBET, Inc.",1829966,CIK0001829966,EBET
3931,Largo Inc.,0001400438,CIK0001400438,LGO
3932,"Intra-Cellular Therapies, Inc.",1567514,CIK0001567514,ITCI
3933,"FITLIFE BRANDS, INC.",1374328,CIK0001374328,FTLF
3934,"Rocky Mountain Industrials, Inc.",1556179,CIK0001556179,RMRI
3935,"Sonida Senior Living, Inc.",1043000,CIK0001043000,SNDA
3936,FLEX LTD.,866374,CIK0000866374,FLEX
3937,BLUE WORLD ACQUISITION CORPORATION,0001878074,CIK0001878074,BWAQU
3938,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN,915191,CIK0000915191,FRFZF
3939,Bausch Health Companies Inc.,885590,CIK0000885590,BHC
3940,"THE MARYGOLD COMPANIES, INC.",1005101,CIK0001005101,MGLD
3941,MERCHANTS BANCORP,1629019,CIK0001629019,MBINO
3942,"The Honest Company, Inc.",1530979,CIK0001530979,HNST
3943,DIAMONDROCK HOSPITALITY CO,1298946,CIK0001298946,DRH
3944,WHITING PETROLEUM CORP,1255474,CIK0001255474,WLLBW
3945,COUSINS PROPERTIES INC,25232,CIK0000025232,CUZ
3946,"WILLDAN GROUP, INC.",1370450,CIK0001370450,WLDN
3947,HENNESSY ADVISORS INC,1145255,CIK0001145255,HNNAZ
3948,Fortitude Gold Corporation,1828377,CIK0001828377,FTCO
3949,"Ventyx Biosciences, Inc.",1851194,CIK0001851194,VTYX
3950,BeyondSpring Inc.,1677940,CIK0001677940,BYSI
3951,,0001380936,CIK0001380936,GOF
3952,"DELEK LOGISTICS PARTNERS, LP",1552797,CIK0001552797,DKL
3953,BT GROUP PLC,756620,CIK0000756620,BTGOF
3954,BRAEMAR HOTELS & RESORTS INC.,1574085,CIK0001574085,BHR
3955,BLUEPRINT MEDICINES CORPORATION,1597264,CIK0001597264,BPMC
3956,BRILLIANT ACQUISITION CORPORATION,1787518,CIK0001787518,BRLIW
3957,ANTERO MIDSTREAM CORPORATION,1623925,CIK0001623925,AM
3958,AMPCO-PITTSBURGH CORP,6176,CIK0000006176,AP
3959,"CNS Pharmaceuticals, Inc.",1729427,CIK0001729427,CNSP
3960,BLUERIVER ACQUISITION CORP.,1831006,CIK0001831006,BLUA
3961,RAMBUS INC.,917273,CIK0000917273,RMBS
3962,"DarkPulse, Inc.",866439,CIK0000866439,DPLS
3963,"The Oncology Institute, Inc.",1799191,CIK0001799191,TOIIW
3964,GROUP NINE ACQUISITION CORP.,1832250,CIK0001832250,GNACW
3965,"GROW SOLUTIONS HOLDINGS, INC.",1104265,CIK0001104265,GRSO
3966,Vipshop Holdings Limited,1529192,CIK0001529192,VIPS
3967,CHOICE HOTELS INTERNATIONAL INC /DE,1046311,CIK0001046311,CHH
3968,INTRUSION INC.,736012,CIK0000736012,INTZ
3969,WORLD QUANTUM GROWTH ACQUISITION CORP.,1851174,CIK0001851174,WQGA
3970,iCAD INC,749660,CIK0000749660,ICAD
3971,"LIVE CURRENT MEDIA, INC.",1108630,CIK0001108630,LIVC
3972,Global Industrial Company,945114,CIK0000945114,GIC
3973,UGI CORPORATION,884614,CIK0000884614,UGIC
3974,"Astec Industries, Inc.",792987,CIK0000792987,ASTE
3975,"XSPORT GLOBAL, INC.",1628104,CIK0001628104,XSPT
3976,"CBIZ, INC.",944148,CIK0000944148,CBZ
3977,TechnipFMC plc,1681459,CIK0001681459,FTI
3978,GOLDEN STAR RESOURCE CORP.,1375348,CIK0001375348,GLNS
3979,CC NEUBERGER PRINCIPAL HOLDINGS III,1821329,CIK0001821329,PRPC
3980,ALSET     CAPITAL ACQUISITION CORP.,0001897245,CIK0001897245,ACAXW
3981,"ACTIVE HEALTH FOODS, INC.",1477472,CIK0001477472,AHFD
3982,"Virgin Orbit Holdings, Inc.",1843388,CIK0001843388,VORBW
3983,"KRONOS WORLDWIDE, INC.",1257640,CIK0001257640,KRO
3984,Invesco CurrencyShares Swiss Franc Trust,1353615,CIK0001353615,FXF
3985,"RxSIGHT, INC.",1111485,CIK0001111485,RXST
3986,"ALLISON TRANSMISSION HOLDINGS, INC.",1411207,CIK0001411207,ALSN
3987,TAL Education Group,1499620,CIK0001499620,TAL
3988,Renovaro  Inc.,1527728,CIK0001527728,ENOB
3989,"TANDY LEATHER FACTORY, INC",909724,CIK0000909724,TLFA
3990,"Oak Street Health, Inc.",1564406,CIK0001564406,OSH
3991,"Poseida Therapeutics, Inc.",1661460,CIK0001661460,PSTX
3992,EvoAir Holdings Inc.,1700844,CIK0001700844,UNEX
3993,POWER & DIGITAL INFRASTRUCTURE ACQUISITION II CORP.,0001855474,CIK0001855474,XPDBW
3994,Peakstone Realty Trust,1600626,CIK0001600626,GRTA
3995,"SUMITOMO MITSUI FINANCIAL GROUP, INC.",1022837,CIK0001022837,SMFNF
3996,LAIX Inc.,1742056,CIK0001742056,LAIXY
3997,"Bankwell Financial Group, Inc.",1505732,CIK0001505732,BWFG
3998,"Gravitas Education Holdings, Inc.",1708441,CIK0001708441,GEHI
3999,QDM International Inc.,1094032,CIK0001094032,QDMI
4000,"TRIUMPH FINANCIAL, INC.",1539638,CIK0001539638,TBKCP
4001,LIGHTJUMP ACQUISITION CORPORATION,1825437,CIK0001825437,LJAQW
4002,SINO AMERICAN OIL CO,1367408,CIK0001367408,OILY
4003,AMC Networks Inc.,1514991,CIK0001514991,AMCX
4004,SYLVAMO CORPORATION,1856485,CIK0001856485,SLVM
4005,"GME INNOTAINMENT, INC.",1382112,CIK0001382112,GMEV
4006,MorphoSys AG,1340243,CIK0001340243,MPSYF
4007,AXCELIS TECHNOLOGIES INC,1113232,CIK0001113232,ACLS
4008,"ZeroFox Holdings, Inc.",1823575,CIK0001823575,ZFOXW
4009,"Lineage Cell Therapeutics, Inc.",876343,CIK0000876343,LCTX
4010,"PACIFIC SOFTWARE, INC.",1400732,CIK0001400732,PFSF
4011,"Senseonics Holdings, Inc.",1616543,CIK0001616543,SENS
4012,GENERATION ASIA I ACQUISITION LIMITED,0001852061,CIK0001852061,GAQ
4013,AMIRA NATURE FOODS LTD.,1552448,CIK0001552448,ANFIF
4014,PACIFIC GREEN TECHNOLOGIES INC.,1553404,CIK0001553404,PGTK
4015,"LIMBACH HOLDINGS, INC.",1606163,CIK0001606163,LMB
4016,HELEN OF TROY LIMITED,916789,CIK0000916789,HELE
4017,SCION TECH GROWTH I,1828985,CIK0001828985,SCOAW
4018,"iQIYI, Inc.",1722608,CIK0001722608,IQ
4019,BTC Digital Ltd.,1796514,CIK0001796514,METXW
4020,"Dun & Bradstreet Holdings, Inc.",1799208,CIK0001799208,DNB
4021,"HAWTHORN BANCSHARES, INC.",893847,CIK0000893847,HWBK
4022,"First Solar, Inc.",1274494,CIK0001274494,FSLR
4023,"EKSO BIONICS HOLDINGS, INC.",1549084,CIK0001549084,EKSO
4024,East Stone Acquisition Corporation,1760683,CIK0001760683,ESSCW
4025,BRISTOL-MYERS SQUIBB COMPANY,14272,CIK0000014272,BMYMP
4026,STRATASYS LTD.,1517396,CIK0001517396,SSYS
4027,ABILITY INC.,1652866,CIK0001652866,ABILF
4028,WORLDS INC.,1961,CIK0000001961,WDDD
4029,CLEAN ENERGY FUELS CORP.,1368265,CIK0001368265,CLNE
4030,TEGNA INC.,39899,CIK0000039899,TGNA
4031,"LIFEMD, INC.",948320,CIK0000948320,LFMDP
4032,US ENERGY CORP,101594,CIK0000101594,USEG
4033,Ambrx Biopharma Inc.,0001836056,CIK0001836056,AMAM
4034,"GRAVITY CO., LTD.",1313310,CIK0001313310,GRVY
4035,Donegal Group Inc.,800457,CIK0000800457,DGICB
4036,A. M. CASTLE & CO.,18172,CIK0000018172,CTAM
4037,"Convey Health Solutions Holdings, Inc.",1787640,CIK0001787640,CNVY
4038,iShares Silver Trust,1330568,CIK0001330568,SLV
4039,FLUSHING FINANCIAL CORPORATION,923139,CIK0000923139,FFIC
4040,Social Capital Hedosophia Holdings Corp. VI,1818873,CIK0001818873,IPOF
4041,GENTEX CORPORATION,355811,CIK0000355811,GNTX
4042,LadRx Corporation,799698,CIK0000799698,CYTR
4043,AIB ACQUISITION CORPORATION,0001882963,CIK0001882963,AIBBU
4044,"Start Scientific, Inc.",1368761,CIK0001368761,STSC
4045,PERMA FIX ENVIRONMENTAL SERVICES INC,891532,CIK0000891532,PESI
4046,DENTSPLY SIRONA Inc.,818479,CIK0000818479,XRAY
4047,GALAPAGOS NV,1421876,CIK0001421876,GLPGF
4048,"Retractable Technologies, Inc.",946563,CIK0000946563,RVP
4049,"Mirum Pharmaceuticals, Inc.",1759425,CIK0001759425,MIRM
4050,Goldenbridge Acquisition Ltd,1822792,CIK0001822792,GBRGW
4051,MED SPA VACATIONS INC.,1671077,CIK0001671077,MDVP
4052,CF ACQUISITION CORP. IV,1825249,CIK0001825249,CFIVW
4053,BRAINSTORM CELL THERAPEUTICS INC.,1137883,CIK0001137883,BCLI
4054,McKESSON CORPORATION,927653,CIK0000927653,MCK
4055,"Youdao, Inc.",1781753,CIK0001781753,DAO
4056,CENNTRO ELECTRIC GROUP LIMITED,1707919,CIK0001707919,CENN
4057,"WHITEHORSE FINANCE, INC",0001552198,CIK0001552198,WHF
4058,STMicroelectronics N.V.,932787,CIK0000932787,STMEF
4059,Arrival,1835059,CIK0001835059,ARVL
4060,MERUS N.V.,1651311,CIK0001651311,MRUS
4061,HERITAGE FINANCIAL CORP,1046025,CIK0001046025,HFWA
4062,"Aeries Technology, Inc.",1853044,CIK0001853044,WWACW
4063,"LIVEVOX HOLDINGS, INC.",1723648,CIK0001723648,LVOXW
4064,"PERFICIENT, INC.",1085869,CIK0001085869,PRFT
4065,BROOKFIELD PROPERTY PARTNERS L.P.,1545772,CIK0001545772,BPYPO
4066,"ADYNXX, INC.",1054274,CIK0001054274,ADYX
4067,"PONO CAPITAL TWO, INC.",0001930313,CIK0001930313,PTWOU
4068,BAYCOM CORP,1730984,CIK0001730984,BCML
4069,Travelzoo,1133311,CIK0001133311,TZOO
4070,"STANLEY BLACK & DECKER, INC.",93556,CIK0000093556,SWT
4071,"Western New England Bancorp, Inc.",1157647,CIK0001157647,WNEB
4072,"LogicBio Therapeutics, Inc.",1664106,CIK0001664106,LOGC
4073,"WW INTERNATIONAL, INC.",105319,CIK0000105319,WW
4074,Verint Systems Inc,1166388,CIK0001166388,VRNT
4075,"SECTOR 10, Inc.",925661,CIK0000925661,SECT
4076,FINANCIAL STRATEGIES ACQUISITION CORP.,0001817565,CIK0001817565,FXCOW
4077,"NVR, Inc.",906163,CIK0000906163,NVR
4078,VISTA GOLD CORP.,783324,CIK0000783324,VGZ
4079,"CYBERFORT SOFTWARE, INC.",1522787,CIK0001522787,CYBF
4080,FLUOR CORPORATION,1124198,CIK0001124198,FLRAP
4081,Global Cord Blood Corp,1467808,CIK0001467808,CO
4082,"Walker & Dunlop, Inc.",1497770,CIK0001497770,WD
4083,"IOVANCE BIOTHERAPEUTICS, INC.",1425205,CIK0001425205,IOVA
4084,COMPASS Pathways plc,1816590,CIK0001816590,CMPS
4085,"United States Oil Fund, LP",1327068,CIK0001327068,USO
4086,SCIPLAY CORPORATION,1760717,CIK0001760717,SCPL
4087,"UNRIVALED BRANDS, INC.",1451512,CIK0001451512,UNRV
4088,Sabre Corporation,1597033,CIK0001597033,SABRP
4089,"AEye, Inc.",1818644,CIK0001818644,LIDRW
4090,Partners Bancorp,832090,CIK0000832090,PTRS
4091,"Basic Energy Services, Inc.",1109189,CIK0001109189,BASWQ
4092,"KLX Energy Services Holdings, Inc.",1738827,CIK0001738827,KLXE
4093,"BIOCRYST PHARMACEUTICALS, INC.",882796,CIK0000882796,BCRX
4094,THE HOWARD HUGHES CORPORATION,1498828,CIK0001498828,HHC
4095,"Verastem, Inc.",1526119,CIK0001526119,VSTM
4096,"STREAMLINE HEALTH SOLUTIONS, INC.",1008586,CIK0001008586,STRM
4097,Stellus Capital Investment Corp,0001551901,CIK0001551901,SCM
