,industry,industry_Disp,indistry_map_dic,sector,sectorKey,sectorDisp
YUMM,Education & Training Services,Education & Training Services,education-training-services,Consumer Defensive,consumer-defensive,Consumer Defensive
ZGN,Apparel Manufacturing,Apparel Manufacturing,apparel-manufacturing,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
BRC,Security & Protection Services,Security & Protection Services,security-protection-services,Industrials,industrials,Industrials
QTWO,Software - Application,Software - Application,software-application,Technology,technology,Technology
CPK,Utilities - Regulated Gas,Utilities - Regulated Gas,utilities-regulated-gas,Utilities,utilities,Utilities
CSQ,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
SABR,Software - Infrastructure,Software - Infrastructure,software-infrastructure,Technology,technology,Technology
ABR,REIT - Mortgage,REIT - Mortgage,reit-mortgage,Real Estate,real-estate,Real Estate
PLMR,Insurance - Property & Casualty,Insurance - Property & Casualty,insurance-property-casualty,Financial Services,financial-services,Financial Services
ITRI,Scientific & Technical Instruments,Scientific & Technical Instruments,scientific-technical-instruments,Technology,technology,Technology
RXRX,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
BLDP,Specialty Industrial Machinery,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,Industrials
PRMW,Beverages - Non-Alcoholic,Beverages - Non - Alcoholic,beverages-non-alcoholic,Consumer Defensive,consumer-defensive,Consumer Defensive
FRME,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
QFIN,Credit Services,Credit Services,credit-services,Financial Services,financial-services,Financial Services
IHS,Telecom Services,Telecom Services,telecom-services,Communication Services,communication-services,Communication Services
NMRK,Real Estate Services,Real Estate Services,real-estate-services,Real Estate,real-estate,Real Estate
ZIP,Staffing & Employment Services,Staffing & Employment Services,staffing-employment-services,Industrials,industrials,Industrials
PRFT,Information Technology Services,Information Technology Services,information-technology-services,Technology,technology,Technology
FA,Specialty Business Services,Specialty Business Services,specialty-business-services,Industrials,industrials,Industrials
TCNNF,Drug Manufacturers - Specialty & Generic,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Healthcare,healthcare,Healthcare
GME,Specialty Retail,Specialty Retail,specialty-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
UTZ,Packaged Foods,Packaged Foods,packaged-foods,Consumer Defensive,consumer-defensive,Consumer Defensive
OI,Packaging & Containers,Packaging & Containers,packaging-containers,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
SCL,Specialty Chemicals,Specialty Chemicals,specialty-chemicals,Basic Materials,basic-materials,Basic Materials
VERX,Software - Application,Software - Application,software-application,Technology,technology,Technology
HCM,Drug Manufacturers - Specialty & Generic,Drug Manufacturers - Specialty & Generic,drug-manufacturers-specialty-generic,Healthcare,healthcare,Healthcare
IIPR,REIT - Industrial,REIT - Industrial,reit-industrial,Real Estate,real-estate,Real Estate
ORC,REIT - Mortgage,REIT - Mortgage,reit-mortgage,Real Estate,real-estate,Real Estate
VZIO,Consumer Electronics,Consumer Electronics,consumer-electronics,Technology,technology,Technology
YY,Internet Content & Information,Internet Content & Information,internet-content-information,Communication Services,communication-services,Communication Services
IOSP,Specialty Chemicals,Specialty Chemicals,specialty-chemicals,Basic Materials,basic-materials,Basic Materials
KEN,Utilities - Independent Power Producers,Utilities - Independent Power Producers,utilities-independent-power-producers,Utilities,utilities,Utilities
UPST,Credit Services,Credit Services,credit-services,Financial Services,financial-services,Financial Services
ETWO,Software - Application,Software - Application,software-application,Technology,technology,Technology
NKLA,Farm & Heavy Construction Machinery,Farm & Heavy Construction Machinery,farm-heavy-construction-machinery,Industrials,industrials,Industrials
RIG,Oil & Gas Drilling,Oil & Gas Drilling,oil-gas-drilling,Energy,energy,Energy
TROX,Chemicals,Chemicals,chemicals,Basic Materials,basic-materials,Basic Materials
PD,Software - Application,Software - Application,software-application,Technology,technology,Technology
UPWK,Internet Content & Information,Internet Content & Information,internet-content-information,Communication Services,communication-services,Communication Services
ATRC,Medical Instruments & Supplies,Medical Instruments & Supplies,medical-instruments-supplies,Healthcare,healthcare,Healthcare
JOE,Real Estate - Diversified,Real Estate - Diversified,real-estate-diversified,Real Estate,real-estate,Real Estate
ELF,Household & Personal Products,Household & Personal Products,household-personal-products,Consumer Defensive,consumer-defensive,Consumer Defensive
SBLK,Marine Shipping,Marine Shipping,marine-shipping,Industrials,industrials,Industrials
LAUR,Education & Training Services,Education & Training Services,education-training-services,Consumer Defensive,consumer-defensive,Consumer Defensive
DAN,Auto Parts,Auto Parts,auto-parts,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
PRK,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
PAYO,Software - Infrastructure,Software - Infrastructure,software-infrastructure,Technology,technology,Technology
HTH,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
NE,Oil & Gas Drilling,Oil & Gas Drilling,oil-gas-drilling,Energy,energy,Energy
APAM,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
FORM,Semiconductors,Semiconductors,semiconductors,Technology,technology,Technology
AILIH,Utilities - Regulated Electric,Utilities - Regulated Electric,utilities-regulated-electric,Utilities,utilities,Utilities
FROG,Software - Application,Software - Application,software-application,Technology,technology,Technology
CMTG,REIT - Mortgage,REIT - Mortgage,reit-mortgage,Real Estate,real-estate,Real Estate
KTB,Apparel Manufacturing,Apparel Manufacturing,apparel-manufacturing,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
BANR,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
UDMY,Education & Training Services,Education & Training Services,education-training-services,Consumer Defensive,consumer-defensive,Consumer Defensive
URBN,Apparel Retail,Apparel Retail,apparel-retail,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
HL,Other Precious Metals & Mining,Other Precious Metals & Mining,other-precious-metals-mining,Basic Materials,basic-materials,Basic Materials
MGRC,Rental & Leasing Services,Rental & Leasing Services,rental-leasing-services,Industrials,industrials,Industrials
SMTC,Semiconductors,Semiconductors,semiconductors,Technology,technology,Technology
SSTK,Internet Content & Information,Internet Content & Information,internet-content-information,Communication Services,communication-services,Communication Services
ITGR,Medical Devices,Medical Devices,medical-devices,Healthcare,healthcare,Healthcare
ACLS,Semiconductor Equipment & Materials,Semiconductor Equipment & Materials,semiconductor-equipment-materials,Technology,technology,Technology
DNUT,Grocery Stores,Grocery Stores,grocery-stores,Consumer Defensive,consumer-defensive,Consumer Defensive
SDGR,Health Information Services,Health Information Services,health-information-services,Healthcare,healthcare,Healthcare
UTG,Asset Management,Asset Management,asset-management,Financial Services,financial-services,Financial Services
SAFE,REIT - Diversified,REIT - Diversified,reit-diversified,Real Estate,real-estate,Real Estate
NVEE,Engineering & Construction,Engineering & Construction,engineering-construction,Industrials,industrials,Industrials
LGIH,Residential Construction,Residential Construction,residential-construction,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
FFBC,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
MDRX,Health Information Services,Health Information Services,health-information-services,Healthcare,healthcare,Healthcare
UNIT,REIT - Specialty,REIT - Specialty,reit-specialty,Real Estate,real-estate,Real Estate
WAFD,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
ESBA,REIT - Office,REIT - Office,reit-office,Real Estate,real-estate,Real Estate
EPC,Household & Personal Products,Household & Personal Products,household-personal-products,Consumer Defensive,consumer-defensive,Consumer Defensive
FCPT,REIT - Retail,REIT - Retail,reit-retail,Real Estate,real-estate,Real Estate
CNNE,Restaurants,Restaurants,restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
NXE,Uranium,Uranium,uranium,Energy,energy,Energy
SPB,Household & Personal Products,Household & Personal Products,household-personal-products,Consumer Defensive,consumer-defensive,Consumer Defensive
ESE,Scientific & Technical Instruments,Scientific & Technical Instruments,scientific-technical-instruments,Technology,technology,Technology
XENE,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
RLJ,REIT - Hotel & Motel,REIT - Hotel & Motel,reit-hotel-motel,Real Estate,real-estate,Real Estate
GPOR,Oil & Gas E&P,Oil & Gas E&P,oil-gas-e-p,Energy,energy,Energy
LZ,Specialty Business Services,Specialty Business Services,specialty-business-services,Industrials,industrials,Industrials
VTSCY,Auto Parts,Auto Parts,auto-parts,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
MDC,Residential Construction,Residential Construction,residential-construction,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
TWST,Diagnostics & Research,Diagnostics & Research,diagnostics-research,Healthcare,healthcare,Healthcare
STER,Software - Infrastructure,Software - Infrastructure,software-infrastructure,Technology,technology,Technology
HPP,REIT - Office,REIT - Office,reit-office,Real Estate,real-estate,Real Estate
VERV,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
ALLO,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
KAI,Specialty Industrial Machinery,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,Industrials
TRMK,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
SG,Restaurants,Restaurants,restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
SIX,Leisure,Leisure,leisure,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
DK,Oil & Gas Refining & Marketing,Oil & Gas Refining & Marketing,oil-gas-refining-marketing,Energy,energy,Energy
AG,Silver,Silver,silver,Basic Materials,basic-materials,Basic Materials
LKFN,Banks - Regional,Banks - Regional,banks-regional,Financial Services,financial-services,Financial Services
SONO,Consumer Electronics,Consumer Electronics,consumer-electronics,Technology,technology,Technology
ICFI,Consulting Services,Consulting Services,consulting-services,Industrials,industrials,Industrials
IMCR,Biotechnology,Biotechnology,biotechnology,Healthcare,healthcare,Healthcare
WMK,Grocery Stores,Grocery Stores,grocery-stores,Consumer Defensive,consumer-defensive,Consumer Defensive
GNW,Insurance - Life,Insurance - Life,insurance-life,Financial Services,financial-services,Financial Services
CSWI,Specialty Industrial Machinery,Specialty Industrial Machinery,specialty-industrial-machinery,Industrials,industrials,Industrials
SHAK,Restaurants,Restaurants,restaurants,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
ATSG,Airlines,Airlines,airlines,Industrials,industrials,Industrials
THRM,Auto Parts,Auto Parts,auto-parts,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
SJW,Utilities - Regulated Water,Utilities - Regulated Water,utilities-regulated-water,Utilities,utilities,Utilities
ARCH,Coking Coal,Coking Coal,coking-coal,Basic Materials,basic-materials,Basic Materials
RELY,Software - Infrastructure,Software - Infrastructure,software-infrastructure,Technology,technology,Technology
CARG,Auto & Truck Dealerships,Auto & Truck Dealerships,auto-truck-dealerships,Consumer Cyclical,consumer-cyclical,Consumer Cyclical
TEO,Telecom Services,Telecom Services,telecom-services,Communication Services,communication-services,Communication Services
CTRE,REIT - Healthcare Facilities,REIT - Healthcare Facilities,reit-healthcare-facilities,Real Estate,real-estate,Real Estate
